name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Type,popular
Goli Vada Pav No. 1,Yes,No,3.7,215,Koramangala 5th Block,Quick Bites,Street Food,200.0,Delivery,0
Dawat E Biryani,No,No,3.700141861024285,0,Koramangala 1st Block,Quick Bites,Biryani,200.0,Delivery,0
Hotel Anand Vihar,No,No,3.2,12,others,Casual Dining,"North Indian, Chinese",400.0,Dine-out,0
Red Savina,No,No,3.700141861024285,0,others,Delivery,others,400.0,Delivery,0
Hotel Ruchi Priya,Yes,No,3.6,22,others,Quick Bites,North Indian,350.0,Delivery,0
Hotel Little Imperial,Yes,No,3.7,91,Kalyan Nagar,Casual Dining,"North Indian, Chinese, South Indian",500.0,Delivery,0
Mandya Gowdru Hotel,No,No,3.3,5,Brookefield,Quick Bites,South Indian,200.0,Delivery,0
Min Mini Punjabi Dhaba,Yes,No,3.9,85,Koramangala 7th Block,Quick Bites,North Indian,400.0,Dine-out,0
Delhi Home Food,No,No,3.3,5,Koramangala 1st Block,Quick Bites,"North Indian, South Indian",200.0,Dine-out,0
H3O,No,No,3.3,4,Koramangala 4th Block,others,"North Indian, Chinese",1000.0,Drinks & nightlife,0
All Shook Up!,Yes,No,3.9,77,Domlur,others,"Desserts, Beverages",300.0,Desserts,0
Five Star Chicken,Yes,No,3.5,20,Rajajinagar,Quick Bites,"Fast Food, Burger",300.0,Delivery,0
Sri Rajalakshmi Sweets,Yes,No,3.7,23,Marathahalli,others,"Mithai, Street Food",300.0,Delivery,0
Andhra Central,Yes,No,3.1,13,Marathahalli,others,Andhra,400.0,Dine-out,0
Subway,Yes,No,3.7,219,Koramangala 5th Block,others,others,600.0,Dine-out,0
Priya Juice & Snacks,Yes,No,3.7,75,HSR,others,others,200.0,Delivery,0
Armani Kabab Centre,Yes,No,3.700141861024285,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300.0,Delivery,0
Gelato Italiano,Yes,No,3.0,40,Brigade Road,Dessert Parlor,others,200.0,Desserts,0
Mount Blue,No,No,3.700141861024285,0,Brigade Road,others,"Bakery, Fast Food",300.0,Desserts,0
Peppers,Yes,No,2.8,94,Ejipura,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
MAP- My Appetite Place,Yes,No,3.8,29,HSR,"Takeaway, Delivery",others,600.0,Delivery,0
Shake The Shake,Yes,No,3.700141861024285,0,Kammanahalli,others,others,200.0,Delivery,0
Kanis Kitchen,No,No,3.6,14,Shivajinagar,Quick Bites,South Indian,250.0,Delivery,0
Noodle Oodle,No,No,3.700141861024285,0,Bellandur,"Takeaway, Delivery",Chinese,400.0,Delivery,0
Amaravati,No,No,3.6,39,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
C Sharp Kitchen,Yes,No,3.6,53,Church Street,Casual Dining,others,600.0,Dine-out,0
Chawla's 2 Online.com,Yes,No,3.700141861024285,0,HSR,Delivery,North Indian,800.0,Delivery,0
China Garden,Yes,No,3.6,25,Electronic City,Quick Bites,"Chinese, North Indian",300.0,Dine-out,0
Grow Fit,Yes,No,4.0,457,Koramangala 6th Block,Delivery,others,500.0,Delivery,1
Suchithra Biryani House,No,No,3.7,288,Old Airport Road,Casual Dining,others,450.0,Dine-out,0
St. Mary's Cafe,No,No,3.700141861024285,0,others,"Takeaway, Delivery",others,150.0,Cafes,0
Hotel Greens,No,No,3.6,59,Whitefield,Casual Dining,others,800.0,Dine-out,0
Thalassery Cafe,No,No,3.4,7,BTM,Quick Bites,Street Food,150.0,Dine-out,0
Cupcake Noggins,No,No,4.1,724,Koramangala 4th Block,others,"Desserts, Bakery",300.0,Desserts,1
Kobe Sizzlers,Yes,No,4.1,1120,Brigade Road,Casual Dining,others,1500.0,Dine-out,1
The Yellow Chilli,Yes,Yes,3.8,583,Jayanagar,Casual Dining,others,1200.0,Dine-out,0
Baker's Glove,Yes,No,3.4,8,Jayanagar,others,"Desserts, Bakery",550.0,Desserts,0
The Paratha Stories,Yes,No,3.700141861024285,0,JP Nagar,Quick Bites,North Indian,250.0,Delivery,0
Friends Chats Adda,No,No,3.700141861024285,0,BTM,Quick Bites,others,200.0,Dine-out,0
Bake Addiction,Yes,No,4.1,91,JP Nagar,Bakery,"Bakery, Desserts",500.0,Delivery,1
Halli Rotti Manne,No,No,3.4,9,Jayanagar,Quick Bites,South Indian,100.0,Dine-out,0
Upahar Sagar,No,No,3.8,39,Banashankari,Quick Bites,"South Indian, Chinese, North Indian",350.0,Dine-out,0
Juice Junction Food Court,Yes,No,3.8,215,HSR,Quick Bites,others,200.0,Delivery,0
Blk Plus Wht,No,No,4.3,128,HSR,others,others,800.0,Cafes,1
Sri Durga Fast Food,No,No,3.700141861024285,0,Ejipura,Quick Bites,Fast Food,100.0,Dine-out,0
Juicy,No,No,3.9,43,Koramangala 5th Block,others,others,200.0,Desserts,0
Lickity Garden,Yes,No,3.2,4,Frazer Town,Casual Dining,others,750.0,Dine-out,0
Masti Masala,Yes,No,4.0,397,Rajajinagar,Quick Bites,North Indian,450.0,Dine-out,1
Kidilum,Yes,No,3.6,32,Marathahalli,Casual Dining,others,450.0,Delivery,0
Shiv Sagar,No,No,2.9,85,Bannerghatta Road,Quick Bites,others,250.0,Delivery,0
Messy Bowl,No,No,3.8,70,Banashankari,Quick Bites,"Fast Food, Beverages",500.0,Dine-out,0
Five Star Chicken,Yes,No,3.5,11,others,Quick Bites,"Fast Food, Burger",300.0,Delivery,0
Ramji Chaiwale,Yes,No,3.8,41,Ulsoor,Quick Bites,"Beverages, Fast Food",250.0,Dine-out,0
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100.0,Delivery,0
Chatter Platter,Yes,No,3.4,30,BTM,Quick Bites,others,300.0,Delivery,0
Chantilly,Yes,No,4.1,115,Indiranagar,others,"Cafe, Bakery",450.0,Delivery,1
Cafe Hush,No,No,3.6,22,BTM,Cafe,"Cafe, Fast Food",500.0,Cafes,0
Taruni Foods,No,No,3.700141861024285,0,JP Nagar,Quick Bites,"Andhra, Biryani",300.0,Dine-out,0
Chung Shan Chinese Restaurant,No,No,3.7,32,Ejipura,Quick Bites,"Chinese, Momos",500.0,Dine-out,0
Burger King,Yes,No,3.8,474,Bannerghatta Road,Quick Bites,others,600.0,Delivery,0
Crawl Street,Yes,Yes,4.2,2589,Koramangala 5th Block,others,others,1200.0,Pubs and bars,1
Hammered,No,No,4.3,430,HSR,others,others,1200.0,Drinks & nightlife,1
Glen's Bakehouse,Yes,No,4.4,1093,Lavelle Road,others,others,600.0,Delivery,1
Paratha Xpress,No,No,3.5,8,Ulsoor,Quick Bites,"North Indian, Chinese",200.0,Delivery,0
Potpourri Kitchen,Yes,No,3.7,12,Marathahalli,Casual Dining,others,700.0,Dine-out,0
Brews N Bites,Yes,No,2.7,48,Bannerghatta Road,others,others,650.0,Dine-out,0
Bheema's,Yes,No,4.0,785,Church Street,Casual Dining,Andhra,650.0,Dine-out,1
Hotel Shri Raghavendra,No,No,3.0,6,others,Quick Bites,"South Indian, North Indian",150.0,Dine-out,0
CakeZone,No,No,3.7,21,Bellandur,Bakery,"Bakery, Desserts",500.0,Delivery,0
Delhi Bhavan,No,No,3.4,11,Commercial Street,Quick Bites,others,150.0,Dine-out,0
Myrasoiya.com,Yes,No,3.4,20,Sarjapur Road,Delivery,North Indian,350.0,Delivery,0
Mynt - The Taj West End,No,Yes,4.1,339,others,others,others,2500.0,Buffet,1
Elmas Restaurant,Yes,No,3.5,34,Koramangala 7th Block,Casual Dining,others,650.0,Delivery,0
Wangs Kitchen,Yes,No,3.1,113,Frazer Town,Casual Dining,Chinese,1000.0,Delivery,0
Naani'z Biryani,No,No,3.3,6,Koramangala 1st Block,Quick Bites,Biryani,300.0,Dine-out,0
Basil Joint,Yes,No,3.5,24,New BEL Road,"Takeaway, Delivery","Fast Food, Beverages",300.0,Delivery,0
Chai Resto,No,No,3.4,6,others,Quick Bites,others,200.0,Dine-out,0
Lassi Xpress,No,No,3.4,7,others,others,others,200.0,Delivery,0
Friend's Kitchen,No,No,3.5,10,BTM,Quick Bites,"South Indian, Chinese",150.0,Dine-out,0
Jini's Goodies,No,No,3.700141861024285,0,Indiranagar,Delivery,"Desserts, Bakery",500.0,Delivery,0
Pathaan Sir,Yes,No,3.2,33,Bannerghatta Road,Quick Bites,others,250.0,Delivery,0
Nandini Deluxe,No,No,2.8,55,Brookefield,Casual Dining,"North Indian, Chinese",600.0,Delivery,0
Foodism,Yes,No,4.1,326,Marathahalli,Delivery,"North Indian, Chinese",300.0,Delivery,1
Tempteys,Yes,No,4.2,249,BTM,others,Beverages,500.0,Delivery,1
Wings Mama,Yes,No,3.700141861024285,0,HSR,"Takeaway, Delivery",others,300.0,Delivery,0
Awesome Biryani,No,No,3.700141861024285,0,Kalyan Nagar,"Takeaway, Delivery",others,500.0,Delivery,0
Turf's Up,No,No,3.700141861024285,0,others,Quick Bites,Fast Food,300.0,Dine-out,0
Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,Cafe,550.0,Dine-out,0
The Food Therapy,No,No,3.700141861024285,0,Koramangala 1st Block,"Casual Dining, Bar",others,1000.0,Delivery,0
One Atria Cafe,No,Yes,3.7,100,others,Casual Dining,others,1600.0,Buffet,0
JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,others,300.0,Delivery,0
ReFresh Juice Junction,Yes,No,4.1,57,Koramangala 1st Block,others,others,200.0,Delivery,1
Lakshmi Sweets,No,No,3.700141861024285,0,Jayanagar,others,Mithai,250.0,Delivery,0
Top Foam Parantha Roll & Juice Centre,No,No,3.5,13,BTM,Quick Bites,others,300.0,Dine-out,0
VMS Star Biriyani,No,No,3.1,5,Electronic City,Quick Bites,"Biryani, South Indian",350.0,Delivery,0
New Punjabi Hotel,Yes,No,3.7,181,BTM,Quick Bites,"North Indian, Chinese",400.0,Dine-out,0
The Hunger Room,Yes,No,3.9,37,JP Nagar,Quick Bites,others,400.0,Delivery,0
Hind Ka Chulah,Yes,No,3.7,204,Marathahalli,others,"North Indian, Biryani",600.0,Delivery,0
Rotiyana,No,No,3.700141861024285,0,Domlur,Quick Bites,North Indian,400.0,Delivery,0
Prakriti Delux,Yes,No,3.9,51,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",300.0,Delivery,0
Baskin Robbins,No,No,3.0,66,Koramangala 6th Block,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,0
Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,others,300.0,Delivery,0
Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,Quick Bites,South Indian,100.0,Delivery,0
Sree Krishna Kafe,Yes,No,3.7,55,Whitefield,Quick Bites,South Indian,200.0,Dine-out,0
KFC,Yes,No,3.1,616,Kammanahalli,Quick Bites,"Burger, Fast Food",450.0,Dine-out,0
Adithya Tiffin Centre,No,No,3.700141861024285,0,Shanti Nagar,"Takeaway, Delivery",North Indian,200.0,Delivery,0
Bowring Kulfi,No,No,4.0,100,Residency Road,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts,1
Coconut Grove,No,Yes,3.9,681,Church Street,"Casual Dining, Bar",others,1200.0,Drinks & nightlife,0
The Underground Gastropub,No,No,3.0,38,Koramangala 5th Block,others,Finger Food,1000.0,Dine-out,0
Boston Barista - Kappayum Curriyum,Yes,No,3.6,64,BTM,Quick Bites,Kerala,400.0,Dine-out,0
Rajeev Bakery & Juice,No,No,3.700141861024285,0,Richmond Road,others,others,150.0,Delivery,0
Green Mango Restaurant,Yes,No,3.700141861024285,0,BTM,Quick Bites,"Kerala, South Indian",300.0,Delivery,0
Dreams Cafe - All Day English Food St.,Yes,No,3.8,231,Koramangala 1st Block,Cafe,others,600.0,Cafes,0
Food Court,No,No,3.700141861024285,0,Richmond Road,Quick Bites,Fast Food,100.0,Dine-out,0
Republic Of Noodles - Lemon Tree Premier,No,Yes,4.5,556,Ulsoor,Casual Dining,others,1800.0,Dine-out,1
Le ChÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©ri,No,No,3.8,33,Shanti Nagar,Delivery,"Bakery, Desserts",350.0,Delivery,0
Aathurar,Yes,No,3.2,574,others,Casual Dining,others,600.0,Dine-out,0
Jayanagara Donne Biryani,Yes,No,3.6,60,Jayanagar,Quick Bites,"Biryani, South Indian",400.0,Dine-out,0
Khawa Karpo,No,No,4.3,996,Koramangala 5th Block,Quick Bites,others,350.0,Dine-out,1
Delices,Yes,No,3.1,6,Ulsoor,Bakery,"Bakery, Desserts",400.0,Delivery,0
The Open Box,Yes,Yes,4.2,2291,St. Marks Road,"Casual Dining, Bar",others,1400.0,Drinks & nightlife,1
Sri Brahmi Kuteera,No,No,3.700141861024285,0,JP Nagar,Quick Bites,South Indian,150.0,Dine-out,0
San Churro Cafe,Yes,No,3.8,924,Banashankari,others,others,800.0,Delivery,0
The Chola,No,No,3.700141861024285,0,Frazer Town,Quick Bites,others,200.0,Delivery,0
Metro Fast Food,No,No,3.700141861024285,0,HSR,Quick Bites,"Biryani, Kebab",300.0,Dine-out,0
Hello Resto-Pub,Yes,Yes,4.0,344,Old Airport Road,others,Continental,900.0,Dine-out,1
Onesta,Yes,Yes,4.4,2589,Kammanahalli,others,others,600.0,Cafes,1
Gudguda Prime Cafe,No,Yes,4.2,818,Koramangala 6th Block,Cafe,others,800.0,Dine-out,1
WTF,Yes,No,4.1,93,Koramangala 5th Block,Cafe,"Cafe, Continental",600.0,Dine-out,1
Sardarji Ka Dhaba,Yes,No,4.0,754,others,Quick Bites,North Indian,250.0,Dine-out,1
Nagarjuna,No,No,4.2,1926,Indiranagar,Casual Dining,"Andhra, Biryani",850.0,Dine-out,1
Naati Biriyani,No,No,3.1,4,BTM,Quick Bites,others,300.0,Delivery,0
Aioli,No,Yes,4.2,783,Kalyan Nagar,Casual Dining,others,1400.0,Delivery,1
FireHouse - Bar & Kitchen,Yes,Yes,3.9,751,others,others,others,1500.0,Delivery,0
Spice Code,No,Yes,3.9,165,JP Nagar,Casual Dining,others,1000.0,Buffet,0
Pasta Street,Yes,Yes,4.5,1636,Cunningham Road,Casual Dining,others,1300.0,Delivery,1
Hatti Punjab Di,Yes,No,2.8,20,Brigade Road,Casual Dining,"North Indian, Chinese",550.0,Dine-out,0
Mecaf Family Restaurant,Yes,No,3.9,214,BTM,Casual Dining,others,600.0,Delivery,0
Black Cup Cafe,Yes,No,3.6,19,BTM,Cafe,others,400.0,Cafes,0
Donne Biriyani House,Yes,No,3.5,408,Jayanagar,Quick Bites,others,400.0,Delivery,0
Hyderabad Chefs,Yes,No,4.0,268,Whitefield,Casual Dining,others,800.0,Dine-out,1
Chickz N Cheez,Yes,No,3.4,22,Rajajinagar,Quick Bites,"North Indian, Fast Food",300.0,Delivery,0
Chef Delicacies,Yes,No,3.1,7,BTM,"Takeaway, Delivery",others,400.0,Delivery,0
Hungry Bird,Yes,No,3.6,15,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",400.0,Dine-out,0
Bengaluru Hut,No,No,3.700141861024285,0,New BEL Road,Quick Bites,South Indian,150.0,Dine-out,0
Chill Magic,No,No,3.700141861024285,0,JP Nagar,others,others,200.0,Delivery,0
Hungry Monster,Yes,No,3.700141861024285,0,HSR,"Takeaway, Delivery",others,300.0,Delivery,0
New Taj,Yes,No,3.3,110,Ulsoor,Quick Bites,"North Indian, Chinese",300.0,Dine-out,0
Mumbai Bistro,Yes,No,4.2,506,Malleshwaram,Cafe,others,500.0,Dine-out,1
Goli Vada Pav No. 1,Yes,No,2.9,78,Electronic City,Quick Bites,Street Food,150.0,Delivery,0
Srinidhi Sagar Food Line,Yes,No,3.7,131,Indiranagar,Quick Bites,"South Indian, North Indian, Chinese",250.0,Dine-out,0
New Punjabi Hotel,Yes,No,3.7,180,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
Mumbai Xpress,Yes,No,3.7,418,New BEL Road,Quick Bites,others,400.0,Delivery,0
Mystique Palate,Yes,No,3.700141861024285,339,Jayanagar,Quick Bites,others,300.0,Dine-out,0
Desi Bytes,Yes,No,3.1,97,Old Airport Road,Quick Bites,"North Indian, Chinese",450.0,Delivery,0
Ruh,No,Yes,4.0,3056,Bellandur,Casual Dining,others,1000.0,Dine-out,1
FTB Restaurant,Yes,No,3.700141861024285,0,others,"Takeaway, Delivery",others,500.0,Delivery,0
Armaani Caffe,Yes,No,3.5,12,BTM,Quick Bites,Fast Food,250.0,Delivery,0
Natural Ice Cream,No,No,4.3,259,Kalyan Nagar,Dessert Parlor,others,200.0,Desserts,1
Banchharam,No,No,3.9,140,Koramangala 7th Block,others,others,200.0,Desserts,0
Airlines Hotel,Yes,No,4.0,871,Lavelle Road,Quick Bites,others,400.0,Delivery,1
Hammered,Yes,Yes,4.4,2881,New BEL Road,others,others,1200.0,Delivery,1
Mugs N Burgers,Yes,Yes,4.0,130,Brookefield,Cafe,others,600.0,Delivery,1
Nirvana Bar - Manipal County,No,No,3.3,6,Electronic City,others,Finger Food,1000.0,Dine-out,0
Thanco's Natural Ice Cream,Yes,No,3.9,100,HSR,Dessert Parlor,"Ice Cream, Desserts",450.0,Delivery,0
Mani's Dum Biryani,Yes,No,3.5,119,Kalyan Nagar,Casual Dining,"Biryani, Kebab",750.0,Dine-out,0
Veruthe Oru Thattukada,Yes,No,3.7,27,BTM,Quick Bites,"Kerala, South Indian",400.0,Dine-out,0
Sri Annapoorna Andhra Mess,No,No,3.700141861024285,0,Koramangala 5th Block,others,Andhra,300.0,Delivery,0
Bistro Claytopia,Yes,Yes,4.1,1855,Koramangala 1st Block,Cafe,others,600.0,Delivery,1
Retro Lounge Bar,No,Yes,3.8,110,Ulsoor,others,"North Indian, Chinese",1400.0,Drinks & nightlife,0
A2B - Adyar Ananda Bhavan,Yes,No,3.6,42,Ulsoor,Casual Dining,others,400.0,Dine-out,0
Funky Punjab,Yes,No,3.8,127,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
Chung Wah,Yes,No,4.0,314,Koramangala 5th Block,Casual Dining,others,800.0,Delivery,1
Rajvardhan Foods,Yes,No,3.9,314,Jayanagar,Quick Bites,others,300.0,Delivery,0
PagalKhana,Yes,Yes,3.9,158,Koramangala 4th Block,Casual Dining,others,1000.0,Dine-out,0
The Food Cottage,Yes,No,3.7,48,BTM,Quick Bites,others,350.0,Delivery,0
Cafe On The Way,Yes,No,4.0,277,others,Cafe,Cafe,500.0,Dine-out,1
Kholi Mane,No,No,3.6,46,Basavanagudi,Quick Bites,others,450.0,Delivery,0
Appetite Workstation,Yes,No,3.6,16,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",500.0,Dine-out,0
Food Ka Masti,Yes,No,3.2,45,Bannerghatta Road,Delivery,"North Indian, Chinese, South Indian",400.0,Delivery,0
Kolkatta Famous Chat,Yes,No,3.7,23,Indiranagar,Quick Bites,others,100.0,Delivery,0
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500.0,Delivery,0
21 Corner Haus Cafe,No,No,3.700141861024285,0,Shanti Nagar,Quick Bites,"North Indian, Chinese, Biryani",300.0,Delivery,0
MK RESTAURANT,No,No,3.700141861024285,0,BTM,Quick Bites,North Indian,400.0,Dine-out,0
Roots,Yes,Yes,4.5,1889,Koramangala 1st Block,"Casual Dining, Bar",others,1200.0,Dine-out,1
Third Wave Coffee Roasters,Yes,No,4.2,140,HSR,Cafe,"Cafe, Continental",800.0,Delivery,1
Cream Stone,Yes,No,4.1,249,New BEL Road,Dessert Parlor,others,500.0,Delivery,1
Food Springs,Yes,No,4.0,233,Jayanagar,Quick Bites,"South Indian, Chinese",400.0,Delivery,1
Mayuri Spices,No,No,3.700141861024285,0,Marathahalli,Casual Dining,others,800.0,Delivery,0
Frozen Bottle,Yes,No,4.1,167,Indiranagar,others,others,400.0,Delivery,1
Sea Route,Yes,Yes,4.1,426,Rajajinagar,Casual Dining,others,1100.0,Delivery,1
Midnight Special,Yes,No,3.700141861024285,0,HSR,"Takeaway, Delivery",others,500.0,Delivery,0
Dakshin,Yes,No,3.5,47,others,Casual Dining,South Indian,450.0,Delivery,0
Chung Wah,Yes,No,4.0,314,Koramangala 5th Block,Casual Dining,others,800.0,Dine-out,1
Indori Zaika,Yes,No,2.8,105,HSR,Quick Bites,North Indian,300.0,Delivery,0
New Chickpete Donne Biryani,Yes,No,3.1,6,others,Quick Bites,Biryani,300.0,Delivery,0
Momo Time,Yes,No,3.700141861024285,0,others,Delivery,others,300.0,Delivery,0
Cafe Coffee Day,Yes,No,3.7,26,Bannerghatta Road,Cafe,"Cafe, Fast Food",900.0,Delivery,0
Hotel Vaishali,No,No,3.6,20,Malleshwaram,Quick Bites,South Indian,150.0,Dine-out,0
Fava Bistro,Yes,Yes,4.4,385,Koramangala 5th Block,"Casual Dining, Bar",others,1500.0,Delivery,1
Kapoor's Cafe,Yes,No,4.0,201,Jayanagar,Casual Dining,North Indian,800.0,Dine-out,1
Fishing Boat,Yes,No,4.0,89,others,Quick Bites,others,300.0,Dine-out,1
Chill Out,No,No,3.4,9,others,others,others,150.0,Desserts,0
Khai Khai,Yes,No,3.9,50,HSR,Quick Bites,others,450.0,Delivery,0
Helloo Delhi,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,North Indian,1000.0,Delivery,1
Sizzling Szechuan,Yes,No,3.9,228,Banaswadi,Casual Dining,others,600.0,Dine-out,0
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,162,Ulsoor,others,others,2800.0,Buffet,1
A3 Nuwang Kitchen,Yes,No,3.7,42,Ejipura,Quick Bites,"Chinese, North Indian",300.0,Dine-out,0
BluO,No,Yes,4.1,402,Malleshwaram,others,others,1500.0,Drinks & nightlife,1
Coconut Grove,No,Yes,3.9,684,Church Street,"Casual Dining, Bar",others,1200.0,Dine-out,0
Champaran Spice,No,No,3.4,6,BTM,Quick Bites,North Indian,400.0,Dine-out,0
Ganesh Bhavan,Yes,No,4.0,73,Brookefield,Quick Bites,South Indian,200.0,Dine-out,1
Melting Melodies,Yes,No,3.700141861024285,0,Whitefield,Bakery,"Bakery, Desserts",600.0,Desserts,0
Cafe Graffiters,Yes,No,3.8,23,Koramangala 5th Block,Cafe,others,600.0,Delivery,0
Melt,No,No,4.0,115,BTM,Casual Dining,others,1000.0,Dine-out,1
Kairali,Yes,No,3.9,172,BTM,Quick Bites,others,300.0,Dine-out,0
Sbarro,No,No,3.4,16,Domlur,Quick Bites,Pizza,500.0,Delivery,0
Zaica Dine & Wine,Yes,Yes,4.0,694,others,Casual Dining,"North Indian, Mughlai",1200.0,Delivery,1
The Donut Baker,No,No,3.8,62,Koramangala 7th Block,others,Desserts,150.0,Delivery,0
Parika Multicuisine Restaurant,Yes,Yes,3.8,203,Richmond Road,Casual Dining,others,1200.0,Buffet,0
Annalakshmi,No,No,3.700141861024285,0,Whitefield,Quick Bites,Chinese,400.0,Delivery,0
Kebarbiq,No,No,4.0,138,Koramangala 7th Block,Casual Dining,others,800.0,Dine-out,1
Flow - Terrace Bar & Grill,No,No,3.8,82,JP Nagar,others,others,1000.0,Delivery,0
Thiruvithamkoor Restaurant,Yes,No,3.3,296,Sarjapur Road,Quick Bites,others,400.0,Delivery,0
Little White Kitchen,Yes,No,3.8,19,Brigade Road,Quick Bites,others,200.0,Delivery,0
Waffle House,Yes,No,3.6,28,Marathahalli,Dessert Parlor,Desserts,300.0,Desserts,0
Atta Galata,No,No,4.1,210,Koramangala 5th Block,Quick Bites,others,200.0,Dine-out,1
Nikki's,Yes,No,3.1,43,others,Casual Dining,"Chinese, North Indian",600.0,Dine-out,0
Rolls Kitchen,No,No,3.5,18,New BEL Road,Quick Bites,"Fast Food, Rolls",250.0,Delivery,0
Skytouch Le Cafe,Yes,No,3.7,127,JP Nagar,Cafe,others,700.0,Delivery,0
Bangalore Shadi Biriyani,Yes,No,3.5,57,others,Quick Bites,"Chinese, North Indian",150.0,Dine-out,0
Kya Khaoge,Yes,No,3.8,69,Old Airport Road,Delivery,"North Indian, Chinese",300.0,Delivery,0
Dreams Cafe - All Day English Food St.,Yes,No,3.8,230,Koramangala 1st Block,Cafe,others,600.0,Delivery,0
Gangotree,No,No,3.8,50,others,Quick Bites,Street Food,150.0,Dine-out,0
Al Aziz Durbar,No,No,3.700141861024285,0,Banaswadi,Quick Bites,others,350.0,Dine-out,0
Coconut Grove,No,Yes,3.9,684,Church Street,"Casual Dining, Bar",others,1200.0,Drinks & nightlife,0
Opus Food Stories,No,Yes,4.7,163,Sarjapur Road,others,others,1500.0,Dine-out,1
San Churro Cafe,Yes,No,3.8,918,Banashankari,others,others,800.0,Desserts,0
Chaat Cafee,Yes,No,3.700141861024285,0,JP Nagar,Quick Bites,others,150.0,Delivery,0
Ammus Hot N Cool,Yes,No,3.4,84,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Chai Mane,No,No,3.0,8,Koramangala 5th Block,Quick Bites,others,150.0,Delivery,0
Gobble Up Churros Cafe,Yes,No,3.8,37,Ulsoor,Casual Dining,others,400.0,Dine-out,0
S'Mack,Yes,No,3.7,15,Whitefield,Quick Bites,others,300.0,Delivery,0
Tapout Tavern,Yes,Yes,4.1,322,Sarjapur Road,others,others,1200.0,Delivery,1
Natuna Seafood House,Yes,No,4.1,76,Koramangala 5th Block,Quick Bites,others,450.0,Delivery,1
The Duke Of Juices,Yes,No,3.7,26,Whitefield,others,Beverages,200.0,Delivery,0
Imli,No,No,3.3,13,Marathahalli,Quick Bites,others,250.0,Delivery,0
Tella Tales,Yes,No,4.2,414,Koramangala 5th Block,Cafe,others,700.0,Delivery,1
The Sugar Therapy,No,No,3.8,26,Richmond Road,others,"Desserts, Bakery",500.0,Desserts,0
Cupcake Bliss,No,No,3.700141861024285,0,Koramangala 7th Block,Delivery,Bakery,250.0,Delivery,0
Dhana Lakshmi Family Restaurant,No,No,3.700141861024285,0,Rajajinagar,Casual Dining,"Chinese, North Indian",650.0,Delivery,0
Bangalore Bytes,Yes,No,3.5,121,Brigade Road,Quick Bites,others,300.0,Dine-out,0
INDULGE by InnerChef,Yes,No,3.6,29,Koramangala 7th Block,Bakery,"Desserts, Bakery",400.0,Desserts,0
Sapid,No,No,3.700141861024285,0,Bannerghatta Road,Delivery,North Indian,250.0,Delivery,0
KFC,Yes,No,3.5,325,Whitefield,Quick Bites,"Burger, Fast Food",450.0,Delivery,0
